2020-02-23 12:25:37.415177	开始加载历史数据
2020-02-23 12:25:49.946062	策略初始化完成
2020-02-23 12:25:49.946062	开始回放历史数据
2020-02-23 12:25:51.412680	历史数据回放结束
2020-02-23 12:25:51.412680	开始计算逐日盯市盈亏
2020-02-23 12:25:51.419661	逐日盯市盈亏计算完成
2020-02-23 12:25:51.419661	开始计算策略统计指标
2020-02-23 12:25:37.513785	开始加载历史数据
2020-02-23 12:25:50.006900	策略初始化完成
2020-02-23 12:25:50.006900	开始回放历史数据
2020-02-23 12:25:51.527375	历史数据回放结束
2020-02-23 12:25:51.527375	开始计算逐日盯市盈亏
2020-02-23 12:25:51.534354	逐日盯市盈亏计算完成
2020-02-23 12:25:51.534354	开始计算策略统计指标
2020-02-23 12:25:37.355192	开始加载历史数据
2020-02-23 12:25:50.133560	策略初始化完成
2020-02-23 12:25:50.133560	开始回放历史数据
2020-02-23 12:25:51.723847	历史数据回放结束
2020-02-23 12:25:51.723847	开始计算逐日盯市盈亏
2020-02-23 12:25:51.729832	逐日盯市盈亏计算完成
2020-02-23 12:25:51.729832	开始计算策略统计指标
2020-02-23 12:25:37.270399	开始加载历史数据
2020-02-23 12:25:50.559421	策略初始化完成
2020-02-23 12:25:50.568397	开始回放历史数据
2020-02-23 12:25:52.052018	历史数据回放结束
2020-02-23 12:25:52.052018	开始计算逐日盯市盈亏
2020-02-23 12:25:52.058001	逐日盯市盈亏计算完成
2020-02-23 12:25:52.058001	开始计算策略统计指标
2020-02-23 12:25:37.373144	开始加载历史数据
2020-02-23 12:25:50.973818	策略初始化完成
2020-02-23 12:25:50.973818	开始回放历史数据
2020-02-23 12:25:52.466431	历史数据回放结束
2020-02-23 12:25:52.466431	开始计算逐日盯市盈亏
2020-02-23 12:25:52.481390	逐日盯市盈亏计算完成
2020-02-23 12:25:52.481390	开始计算策略统计指标
2020-02-23 12:25:37.700790	开始加载历史数据
2020-02-23 12:25:50.743435	策略初始化完成
2020-02-23 12:25:50.743435	开始回放历史数据
2020-02-23 12:25:52.113360	历史数据回放结束
2020-02-23 12:25:52.113360	开始计算逐日盯市盈亏
2020-02-23 12:25:52.121339	逐日盯市盈亏计算完成
2020-02-23 12:25:52.121339	开始计算策略统计指标
2020-02-23 12:25:37.653916	开始加载历史数据
2020-02-23 12:25:50.772357	策略初始化完成
2020-02-23 12:25:50.772357	开始回放历史数据
2020-02-23 12:25:52.186166	历史数据回放结束
2020-02-23 12:25:52.186166	开始计算逐日盯市盈亏
2020-02-23 12:25:52.194145	逐日盯市盈亏计算完成
2020-02-23 12:25:52.194145	开始计算策略统计指标
2020-02-23 12:25:53.221428	开始加载历史数据
2020-02-23 12:25:53.243370	策略初始化完成
2020-02-23 12:25:53.243370	开始回放历史数据
2020-02-23 12:25:54.593846	历史数据回放结束
2020-02-23 12:25:54.593846	开始计算逐日盯市盈亏
2020-02-23 12:25:54.593846	成交记录为空，无法计算
2020-02-23 12:25:54.593846	开始计算策略统计指标
2020-02-23 12:25:37.530740	开始加载历史数据
2020-02-23 12:25:50.796293	策略初始化完成
2020-02-23 12:25:50.796293	开始回放历史数据
2020-02-23 12:25:51.946301	历史数据回放结束
2020-02-23 12:25:51.946301	开始计算逐日盯市盈亏
2020-02-23 12:25:51.946301	成交记录为空，无法计算
2020-02-23 12:25:51.946301	开始计算策略统计指标
2020-02-23 12:25:51.947297	开始加载历史数据
2020-02-23 12:25:51.968241	策略初始化完成
2020-02-23 12:25:51.968241	开始回放历史数据
2020-02-23 12:25:53.518142	历史数据回放结束
2020-02-23 12:25:53.518142	开始计算逐日盯市盈亏
2020-02-23 12:25:53.525164	逐日盯市盈亏计算完成
2020-02-23 12:25:53.525164	开始计算策略统计指标
2020-02-23 12:25:52.089424	开始加载历史数据
2020-02-23 12:25:52.107376	策略初始化完成
2020-02-23 12:25:52.107376	开始回放历史数据
2020-02-23 12:25:54.081692	历史数据回放结束
2020-02-23 12:25:54.081692	开始计算逐日盯市盈亏
2020-02-23 12:25:54.088672	逐日盯市盈亏计算完成
2020-02-23 12:25:54.088672	开始计算策略统计指标
2020-02-23 12:25:54.101637	开始加载历史数据
2020-02-23 12:25:54.124593	策略初始化完成
2020-02-23 12:25:54.124593	开始回放历史数据
2020-02-23 12:25:55.617108	历史数据回放结束
2020-02-23 12:25:55.617108	开始计算逐日盯市盈亏
2020-02-23 12:25:55.624090	逐日盯市盈亏计算完成
2020-02-23 12:25:55.624090	开始计算策略统计指标
2020-02-23 12:25:55.631071	开始加载历史数据
2020-02-23 12:25:55.653012	策略初始化完成
2020-02-23 12:25:55.653012	开始回放历史数据
2020-02-23 12:25:57.036853	历史数据回放结束
2020-02-23 12:25:57.036853	开始计算逐日盯市盈亏
2020-02-23 12:25:57.041840	逐日盯市盈亏计算完成
2020-02-23 12:25:57.041840	开始计算策略统计指标
2020-02-23 12:25:57.047824	开始加载历史数据
2020-02-23 12:25:57.071760	策略初始化完成
2020-02-23 12:25:57.072757	开始回放历史数据
2020-02-23 12:25:58.531483	历史数据回放结束
2020-02-23 12:25:58.531483	开始计算逐日盯市盈亏
2020-02-23 12:25:58.538433	逐日盯市盈亏计算完成
2020-02-23 12:25:58.538433	开始计算策略统计指标
2020-02-23 12:25:52.521284	开始加载历史数据
2020-02-23 12:25:52.540233	策略初始化完成
2020-02-23 12:25:52.540233	开始回放历史数据
2020-02-23 12:25:54.579884	历史数据回放结束
2020-02-23 12:25:54.579884	开始计算逐日盯市盈亏
2020-02-23 12:25:54.586865	逐日盯市盈亏计算完成
2020-02-23 12:25:54.586865	开始计算策略统计指标
2020-02-23 12:25:54.592849	开始加载历史数据
2020-02-23 12:25:54.616784	策略初始化完成
2020-02-23 12:25:54.616784	开始回放历史数据
2020-02-23 12:25:56.136226	历史数据回放结束
2020-02-23 12:25:56.136226	开始计算逐日盯市盈亏
2020-02-23 12:25:56.142209	逐日盯市盈亏计算完成
2020-02-23 12:25:56.142209	开始计算策略统计指标
2020-02-23 12:25:56.148193	开始加载历史数据
2020-02-23 12:25:56.171132	策略初始化完成
2020-02-23 12:25:56.171132	开始回放历史数据
2020-02-23 12:25:57.548989	历史数据回放结束
2020-02-23 12:25:57.548989	开始计算逐日盯市盈亏
2020-02-23 12:25:57.554973	逐日盯市盈亏计算完成
2020-02-23 12:25:57.554973	开始计算策略统计指标
2020-02-23 12:25:57.560957	开始加载历史数据
2020-02-23 12:25:57.581924	策略初始化完成
2020-02-23 12:25:57.581924	开始回放历史数据
2020-02-23 12:25:58.930890	历史数据回放结束
2020-02-23 12:25:58.930890	开始计算逐日盯市盈亏
2020-02-23 12:25:58.937871	逐日盯市盈亏计算完成
2020-02-23 12:25:58.937871	开始计算策略统计指标
2020-02-23 12:25:59.611070	开始加载历史数据
2020-02-23 12:25:59.633011	策略初始化完成
2020-02-23 12:25:59.633011	开始回放历史数据
2020-02-23 12:26:00.871781	历史数据回放结束
2020-02-23 12:26:00.871781	开始计算逐日盯市盈亏
2020-02-23 12:26:00.871781	成交记录为空，无法计算
2020-02-23 12:26:00.871781	开始计算策略统计指标
2020-02-23 12:25:51.749778	开始加载历史数据
2020-02-23 12:25:51.767730	策略初始化完成
2020-02-23 12:25:51.767730	开始回放历史数据
2020-02-23 12:25:53.511162	历史数据回放结束
2020-02-23 12:25:53.511162	开始计算逐日盯市盈亏
2020-02-23 12:25:53.520189	逐日盯市盈亏计算完成
2020-02-23 12:25:53.520189	开始计算策略统计指标
2020-02-23 12:25:53.526160	开始加载历史数据
2020-02-23 12:25:53.547122	策略初始化完成
2020-02-23 12:25:53.547122	开始回放历史数据
2020-02-23 12:25:55.161328	历史数据回放结束
2020-02-23 12:25:55.161328	开始计算逐日盯市盈亏
2020-02-23 12:25:55.168310	逐日盯市盈亏计算完成
2020-02-23 12:25:55.168310	开始计算策略统计指标
2020-02-23 12:25:55.176288	开始加载历史数据
2020-02-23 12:25:55.202218	策略初始化完成
2020-02-23 12:25:55.202218	开始回放历史数据
2020-02-23 12:25:56.690742	历史数据回放结束
2020-02-23 12:25:56.690742	开始计算逐日盯市盈亏
2020-02-23 12:25:56.696726	逐日盯市盈亏计算完成
2020-02-23 12:25:56.696726	开始计算策略统计指标
2020-02-23 12:25:56.702735	开始加载历史数据
2020-02-23 12:25:56.727663	策略初始化完成
2020-02-23 12:25:56.727663	开始回放历史数据
2020-02-23 12:25:58.319028	历史数据回放结束
2020-02-23 12:25:58.319028	开始计算逐日盯市盈亏
2020-02-23 12:25:58.325006	逐日盯市盈亏计算完成
2020-02-23 12:25:58.325006	开始计算策略统计指标
2020-02-23 12:25:58.330989	开始加载历史数据
2020-02-23 12:25:58.349939	策略初始化完成
2020-02-23 12:25:58.349939	开始回放历史数据
2020-02-23 12:26:00.022010	历史数据回放结束
2020-02-23 12:26:00.022010	开始计算逐日盯市盈亏
2020-02-23 12:26:00.026996	逐日盯市盈亏计算完成
2020-02-23 12:26:00.027994	开始计算策略统计指标
2020-02-23 12:25:51.446589	开始加载历史数据
2020-02-23 12:25:51.465539	策略初始化完成
2020-02-23 12:25:51.465539	开始回放历史数据
2020-02-23 12:25:53.190510	历史数据回放结束
2020-02-23 12:25:53.190510	开始计算逐日盯市盈亏
2020-02-23 12:25:53.199487	逐日盯市盈亏计算完成
2020-02-23 12:25:53.199487	开始计算策略统计指标
2020-02-23 12:25:54.593846	开始加载历史数据
2020-02-23 12:25:54.617783	策略初始化完成
2020-02-23 12:25:54.617783	开始回放历史数据
2020-02-23 12:25:56.303777	历史数据回放结束
2020-02-23 12:25:56.303777	开始计算逐日盯市盈亏
2020-02-23 12:25:56.309762	逐日盯市盈亏计算完成
2020-02-23 12:25:56.309762	开始计算策略统计指标
2020-02-23 12:25:56.316743	开始加载历史数据
2020-02-23 12:25:56.334694	策略初始化完成
2020-02-23 12:25:56.334694	开始回放历史数据
2020-02-23 12:25:57.814303	历史数据回放结束
2020-02-23 12:25:57.814303	开始计算逐日盯市盈亏
2020-02-23 12:25:57.821284	逐日盯市盈亏计算完成
2020-02-23 12:25:57.821284	开始计算策略统计指标
2020-02-23 12:25:57.827268	开始加载历史数据
2020-02-23 12:25:57.852201	策略初始化完成
2020-02-23 12:25:57.852201	开始回放历史数据
2020-02-23 12:25:59.219120	历史数据回放结束
