datetime,SHFE.rb2003.open,SHFE.rb2003.high,SHFE.rb2003.low,SHFE.rb2003.close,SHFE.rb2003.volume,SHFE.rb2003.open_oi,SHFE.rb2003.close_oi
2019-03-25 21:00:00.000000000,3270.0,3270.0,3264.0,3264.0,3,410,412
2019-03-25 21:01:00.000000000,3264.0,3264.0,3264.0,3264.0,0,412,412
2019-03-25 21:02:00.000000000,3264.0,3264.0,3264.0,3264.0,0,412,412
2019-03-25 21:03:00.000000000,3264.0,3264.0,3264.0,3264.0,0,412,412
2019-03-25 21:04:00.000000000,3264.0,3264.0,3264.0,3264.0,0,412,412
2019-03-25 21:05:00.000000000,3264.0,3264.0,3264.0,3264.0,0,412,412
2019-03-25 21:06:00.000000000,3264.0,3264.0,3264.0,3264.0,0,412,412
2019-03-25 21:07:00.000000000,3264.0,3264.0,3264.0,3264.0,0,412,412
2019-03-25 21:08:00.000000000,3264.0,3264.0,3264.0,3264.0,0,412,412
2019-03-25 21:09:00.000000000,3264.0,3264.0,3264.0,3264.0,0,412,412
2019-03-25 21:10:00.000000000,3264.0,3264.0,3264.0,3264.0,0,412,412
2019-03-25 21:11:00.000000000,3264.0,3264.0,3264.0,3264.0,0,412,412
2019-03-25 21:12:00.000000000,3264.0,3264.0,3264.0,3264.0,0,412,412
2019-03-25 21:13:00.000000000,3264.0,3264.0,3264.0,3264.0,0,412,412
2019-03-25 21:14:00.000000000,3264.0,3264.0,3264.0,3264.0,0,412,412
2019-03-25 21:15:00.000000000,3264.0,3264.0,3264.0,3264.0,0,412,412
2019-03-25 21:16:00.000000000,3264.0,3264.0,3260.0,3260.0,3,412,415
2019-03-25 21:17:00.000000000,3260.0,3263.0,3260.0,3263.0,1,415,416
2019-03-25 21:18:00.000000000,3263.0,3263.0,3263.0,3263.0,0,416,416
2019-03-25 21:19:00.000000000,3263.0,3263.0,3263.0,3263.0,0,416,416
2019-03-25 21:20:00.000000000,3263.0,3263.0,3263.0,3263.0,0,416,416
2019-03-25 21:21:00.000000000,3263.0,3263.0,3263.0,3263.0,0,416,416
2019-03-25 21:22:00.000000000,3263.0,3263.0,3263.0,3263.0,0,416,416
2019-03-25 21:23:00.000000000,3263.0,3263.0,3263.0,3263.0,0,416,416
2019-03-25 21:24:00.000000000,3263.0,3263.0,3263.0,3263.0,0,416,416
2019-03-25 21:25:00.000000000,3263.0,3263.0,3263.0,3263.0,0,416,416
2019-03-25 21:26:00.000000000,3263.0,3263.0,3263.0,3263.0,0,416,416
2019-03-25 21:27:00.000000000,3263.0,3263.0,3263.0,3263.0,0,416,416
2019-03-25 21:28:00.000000000,3263.0,3263.0,3263.0,3263.0,0,416,416
2019-03-25 21:29:00.000000000,3263.0,3263.0,3263.0,3263.0,0,416,416
2019-03-25 21:30:00.000000000,3263.0,3263.0,3260.0,3260.0,1,416,417
2019-03-25 21:31:00.000000000,3260.0,3260.0,3260.0,3260.0,0,417,417
2019-03-25 21:32:00.000000000,3260.0,3260.0,3257.0,3257.0,11,417,428
2019-03-25 21:33:00.000000000,3257.0,3257.0,3257.0,3257.0,0,428,428
2019-03-25 21:34:00.000000000,3257.0,3257.0,3257.0,3257.0,0,428,428
2019-03-25 21:35:00.000000000,3257.0,3257.0,3257.0,3257.0,0,428,428
2019-03-25 21:36:00.000000000,3257.0,3257.0,3257.0,3257.0,0,428,428
2019-03-25 21:37:00.000000000,3257.0,3257.0,3257.0,3257.0,0,428,428
2019-03-25 21:38:00.000000000,3257.0,3257.0,3257.0,3257.0,0,428,428
2019-03-25 21:39:00.000000000,3257.0,3257.0,3257.0,3257.0,0,428,428
2019-03-25 21:40:00.000000000,3257.0,3257.0,3257.0,3257.0,0,428,428
2019-03-25 21:41:00.000000000,3257.0,3257.0,3257.0,3257.0,0,428,428
2019-03-25 21:42:00.000000000,3257.0,3257.0,3257.0,3257.0,0,428,428
2019-03-25 21:43:00.000000000,3257.0,3257.0,3257.0,3257.0,0,428,428
2019-03-25 21:44:00.000000000,3257.0,3257.0,3257.0,3257.0,0,428,428
2019-03-25 21:45:00.000000000,3257.0,3257.0,3257.0,3257.0,0,428,428
2019-03-25 21:46:00.000000000,3257.0,3257.0,3257.0,3257.0,0,428,428
2019-03-25 21:47:00.000000000,3257.0,3257.0,3257.0,3257.0,0,428,428
2019-03-25 21:48:00.000000000,3257.0,3257.0,3256.0,3256.0,1,428,429
2019-03-25 21:49:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 21:50:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 21:51:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 21:52:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 21:53:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 21:54:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 21:55:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 21:56:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 21:57:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 21:58:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 21:59:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:00:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:01:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:02:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:03:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:04:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:05:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:06:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:07:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:08:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:09:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:10:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:11:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:12:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:13:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:14:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:15:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:16:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:17:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:18:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:19:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:20:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:21:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:22:00.000000000,3256.0,3256.0,3256.0,3256.0,0,429,429
2019-03-25 22:23:00.000000000,3256.0,3256.0,3253.0,3253.0,1,429,430
2019-03-25 22:24:00.000000000,3253.0,3253.0,3253.0,3253.0,0,430,430
