datetime,SHFE.rb2003.open,SHFE.rb2003.high,SHFE.rb2003.low,SHFE.rb2003.close,SHFE.rb2003.volume,SHFE.rb2003.open_oi,SHFE.rb2003.close_oi
2019-03-18 09:00:00.000000000,3265.0,3275.0,3265.0,3272.0,3,20,20
2019-03-18 09:01:00.000000000,3272.0,3272.0,3272.0,3272.0,0,20,20
2019-03-18 09:02:00.000000000,3272.0,3272.0,3272.0,3272.0,0,20,20
2019-03-18 09:03:00.000000000,3272.0,3272.0,3260.0,3260.0,8,20,28
2019-03-18 09:04:00.000000000,3260.0,3260.0,3260.0,3260.0,0,28,28
2019-03-18 09:05:00.000000000,3260.0,3260.0,3260.0,3260.0,0,28,28
2019-03-18 09:06:00.000000000,3260.0,3260.0,3260.0,3260.0,0,28,28
2019-03-18 09:07:00.000000000,3260.0,3260.0,3260.0,3260.0,0,28,28
2019-03-18 09:08:00.000000000,3260.0,3260.0,3260.0,3260.0,0,28,28
2019-03-18 09:09:00.000000000,3260.0,3268.0,3260.0,3268.0,2,28,30
2019-03-18 09:10:00.000000000,3268.0,3268.0,3268.0,3268.0,0,30,30
2019-03-18 09:11:00.000000000,3268.0,3270.0,3268.0,3270.0,1,30,30
2019-03-18 09:12:00.000000000,3270.0,3270.0,3270.0,3270.0,0,30,30
2019-03-18 09:13:00.000000000,3270.0,3270.0,3270.0,3270.0,2,30,32
2019-03-18 09:14:00.000000000,3270.0,3270.0,3270.0,3270.0,0,32,32
2019-03-18 09:15:00.000000000,3270.0,3270.0,3270.0,3270.0,0,32,32
2019-03-18 09:16:00.000000000,3270.0,3270.0,3270.0,3270.0,4,32,36
2019-03-18 09:17:00.000000000,3270.0,3270.0,3267.0,3267.0,2,36,38
2019-03-18 09:18:00.000000000,3267.0,3267.0,3267.0,3267.0,2,38,40
2019-03-18 09:19:00.000000000,3267.0,3267.0,3267.0,3267.0,0,40,40
2019-03-18 09:20:00.000000000,3267.0,3267.0,3267.0,3267.0,0,40,40
2019-03-18 09:21:00.000000000,3267.0,3267.0,3267.0,3267.0,0,40,40
2019-03-18 09:22:00.000000000,3267.0,3267.0,3267.0,3267.0,0,40,40
2019-03-18 09:23:00.000000000,3267.0,3267.0,3267.0,3267.0,0,40,40
2019-03-18 09:24:00.000000000,3267.0,3267.0,3267.0,3267.0,0,40,40
2019-03-18 09:25:00.000000000,3267.0,3267.0,3267.0,3267.0,0,40,40
2019-03-18 09:26:00.000000000,3267.0,3267.0,3267.0,3267.0,0,40,40
2019-03-18 09:27:00.000000000,3267.0,3267.0,3267.0,3267.0,0,40,40
2019-03-18 09:28:00.000000000,3267.0,3267.0,3267.0,3267.0,0,40,40
2019-03-18 09:29:00.000000000,3267.0,3273.0,3267.0,3273.0,1,40,40
2019-03-18 09:30:00.000000000,3273.0,3273.0,3273.0,3273.0,0,40,40
2019-03-18 09:31:00.000000000,3273.0,3273.0,3273.0,3273.0,0,40,40
2019-03-18 09:32:00.000000000,3273.0,3273.0,3273.0,3273.0,0,40,40
2019-03-18 09:33:00.000000000,3273.0,3273.0,3273.0,3273.0,0,40,40
2019-03-18 09:34:00.000000000,3273.0,3273.0,3273.0,3273.0,0,40,40
2019-03-18 09:35:00.000000000,3273.0,3273.0,3273.0,3273.0,0,40,40
2019-03-18 09:36:00.000000000,3273.0,3273.0,3273.0,3273.0,0,40,40
2019-03-18 09:37:00.000000000,3273.0,3273.0,3273.0,3273.0,0,40,40
2019-03-18 09:38:00.000000000,3273.0,3273.0,3273.0,3273.0,0,40,40
2019-03-18 09:39:00.000000000,3273.0,3273.0,3273.0,3273.0,0,40,40
2019-03-18 09:40:00.000000000,3273.0,3273.0,3273.0,3273.0,0,40,40
2019-03-18 09:41:00.000000000,3273.0,3273.0,3273.0,3273.0,0,40,40
2019-03-18 09:42:00.000000000,3273.0,3273.0,3273.0,3273.0,0,40,40
2019-03-18 09:43:00.000000000,3273.0,3273.0,3265.0,3265.0,6,40,40
2019-03-18 09:44:00.000000000,3265.0,3265.0,3265.0,3265.0,0,40,40
2019-03-18 09:45:00.000000000,3265.0,3265.0,3265.0,3265.0,0,40,40
2019-03-18 09:46:00.000000000,3265.0,3265.0,3265.0,3265.0,0,40,40
2019-03-18 09:47:00.000000000,3265.0,3265.0,3265.0,3265.0,0,40,40
2019-03-18 09:48:00.000000000,3265.0,3265.0,3265.0,3265.0,0,40,40
2019-03-18 09:49:00.000000000,3265.0,3265.0,3265.0,3265.0,0,40,40
2019-03-18 09:50:00.000000000,3265.0,3269.0,3265.0,3269.0,1,40,41
2019-03-18 09:51:00.000000000,3269.0,3269.0,3269.0,3269.0,0,41,41
2019-03-18 09:52:00.000000000,3269.0,3269.0,3269.0,3269.0,0,41,41
2019-03-18 09:53:00.000000000,3269.0,3269.0,3269.0,3269.0,0,41,41
2019-03-18 09:54:00.000000000,3269.0,3269.0,3269.0,3269.0,0,41,41
2019-03-18 09:55:00.000000000,3269.0,3269.0,3269.0,3269.0,0,41,41
2019-03-18 09:56:00.000000000,3269.0,3269.0,3269.0,3269.0,1,41,42
2019-03-18 09:57:00.000000000,3269.0,3269.0,3269.0,3269.0,0,42,42
2019-03-18 09:58:00.000000000,3269.0,3269.0,3269.0,3269.0,0,42,42
2019-03-18 09:59:00.000000000,3269.0,3269.0,3269.0,3269.0,1,42,43
2019-03-18 10:00:00.000000000,3269.0,3269.0,3266.0,3268.0,21,43,64
2019-03-18 10:01:00.000000000,3268.0,3268.0,3268.0,3268.0,3,64,67
2019-03-18 10:02:00.000000000,3268.0,3268.0,3266.0,3266.0,1,67,68
2019-03-18 10:03:00.000000000,3266.0,3266.0,3266.0,3266.0,0,68,68
2019-03-18 10:04:00.000000000,3266.0,3266.0,3265.0,3265.0,8,68,76
2019-03-18 10:05:00.000000000,3265.0,3265.0,3265.0,3265.0,0,76,76
2019-03-18 10:06:00.000000000,3265.0,3265.0,3265.0,3265.0,0,76,76
2019-03-18 10:07:00.000000000,3265.0,3265.0,3265.0,3265.0,0,76,76
2019-03-18 10:08:00.000000000,3265.0,3265.0,3265.0,3265.0,0,76,76
2019-03-18 10:09:00.000000000,3265.0,3265.0,3265.0,3265.0,0,76,76
2019-03-18 10:10:00.000000000,3265.0,3265.0,3265.0,3265.0,0,76,76
2019-03-18 10:11:00.000000000,3265.0,3265.0,3265.0,3265.0,0,76,76
2019-03-18 10:12:00.000000000,3265.0,3265.0,3265.0,3265.0,1,76,77
2019-03-18 10:13:00.000000000,3265.0,3265.0,3265.0,3265.0,0,77,77
2019-03-18 10:14:00.000000000,3265.0,3265.0,3265.0,3265.0,0,77,77
2019-03-18 10:30:00.000000000,3265.0,3265.0,3259.0,3259.0,13,77,90
2019-03-18 10:31:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:32:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:33:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:34:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:35:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:36:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:37:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:38:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:39:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:40:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:41:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:42:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:43:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:44:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:45:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:46:00.000000000,3259.0,3259.0,3259.0,3259.0,0,90,90
2019-03-18 10:47:00.000000000,3259.0,3259.0,3252.0,3252.0,7,90,90
2019-03-18 10:48:00.000000000,3252.0,3252.0,3252.0,3252.0,0,90,90
2019-03-18 10:49:00.000000000,3252.0,3252.0,3252.0,3252.0,0,90,90
2019-03-18 10:50:00.000000000,3252.0,3252.0,3252.0,3252.0,0,90,90
2019-03-18 10:51:00.000000000,3252.0,3260.0,3252.0,3260.0,1,90,91
2019-03-18 10:52:00.000000000,3260.0,3260.0,3260.0,3260.0,0,91,91
2019-03-18 10:53:00.000000000,3260.0,3260.0,3260.0,3260.0,1,91,92
2019-03-18 10:54:00.000000000,3260.0,3260.0,3260.0,3260.0,0,92,92
2019-03-18 10:55:00.000000000,3260.0,3260.0,3260.0,3260.0,5,92,97
2019-03-18 10:56:00.000000000,3260.0,3260.0,3260.0,3260.0,0,97,97
2019-03-18 10:57:00.000000000,3260.0,3260.0,3260.0,3260.0,0,97,97
2019-03-18 10:58:00.000000000,3260.0,3260.0,3260.0,3260.0,0,97,97
2019-03-18 10:59:00.000000000,3260.0,3260.0,3260.0,3260.0,0,97,97
2019-03-18 11:00:00.000000000,3260.0,3260.0,3260.0,3260.0,0,97,97
2019-03-18 11:01:00.000000000,3260.0,3260.0,3260.0,3260.0,0,97,97
2019-03-18 11:02:00.000000000,3260.0,3260.0,3260.0,3260.0,0,97,97
2019-03-18 11:03:00.000000000,3260.0,3260.0,3260.0,3260.0,0,97,97
2019-03-18 11:04:00.000000000,3260.0,3260.0,3260.0,3260.0,0,97,97
2019-03-18 11:05:00.000000000,3260.0,3260.0,3260.0,3260.0,0,97,97
2019-03-18 11:06:00.000000000,3260.0,3260.0,3260.0,3260.0,0,97,97
2019-03-18 11:07:00.000000000,3260.0,3260.0,3260.0,3260.0,0,97,97
2019-03-18 11:08:00.000000000,3260.0,3260.0,3260.0,3260.0,0,97,97
2019-03-18 11:09:00.000000000,3260.0,3260.0,3260.0,3260.0,0,97,97
